30000000,-1.999736163
30058622.37,-1.999031087
30117244.75,-1.998949804
30175867.12,-1.999320323
30234489.5,-2.000690296
30293111.87,-2.002196412
30351734.25,-2.004506117
30410356.62,-2.007217667
30468978.99,-2.010463663
30527601.37,-2.014227164
30586223.74,-2.01906811
30644846.12,-2.021493813
30703468.49,-2.024173328
30762090.86,-2.028362799
30820713.24,-2.03321008
30879335.61,-2.037534358
30937957.99,-2.041622264
30996580.36,-2.045867481
31055202.74,-2.050996024
31113825.11,-2.056997307
31172447.48,-2.060380629
31231069.86,-2.06454645
31289692.23,-2.071406498
31348314.61,-2.076592139
31406936.98,-2.080639087
31465559.36,-2.086471174
31524181.73,-2.092249165
31582804.1,-2.095501254
31641426.48,-2.101216995
31700048.85,-2.10777009
31758671.23,-2.110878349
31817293.6,-2.115700984
31875915.97,-2.12102697
31934538.35,-2.122521712
31993160.72,-2.126815462
32051783.1,-2.130159741
32110405.47,-2.132537061
32169027.85,-2.136249161
32227650.22,-2.138017587
32286272.59,-2.138661242
32344894.97,-2.142280878
32403517.34,-2.142820213
32462139.72,-2.144114284
32520762.09,-2.144187902
32579384.47,-2.143502416
32638006.84,-2.144101853
32696629.21,-2.141721001
32755251.59,-2.140793545
32813873.96,-2.140065183
32872496.34,-2.137716439
32931118.71,-2.135253009
32989741.08,-2.131908253
33048363.46,-2.127634428
33106985.83,-2.122428672
33165608.21,-2.118876788
33224230.58,-2.11246965
33282852.96,-2.10771195
33341475.33,-2.100422319
33400097.7,-2.093447742
33458720.08,-2.085536703
33517342.45,-2.078910816
33575964.83,-2.069965056
33634587.2,-2.062054723
33693209.57,-2.053319843
33751831.95,-2.044085106
33810454.32,-2.034882816
33869076.7,-2.026242315
33927699.07,-2.01597055
33986321.45,-2.006773413
34044943.82,-1.997048089
34103566.19,-1.986100548
34162188.57,-1.976867033
34220810.94,-1.965336599
34279433.32,-1.956311945
34338055.69,-1.944737279
34396678.07,-1.935071038
34455300.44,-1.924573581
34513922.81,-1.913175321
34572545.19,-1.9014045
34631167.56,-1.890899078
34689789.94,-1.878479602
34748412.31,-1.86812821
34807034.68,-1.85418582
34865657.06,-1.843438846
34924279.43,-1.832046962
34982901.81,-1.819068316
35041524.18,-1.806940413
35100146.56,-1.793206436
35158768.93,-1.780864563
35217391.3,-1.770268914
35276013.68,-1.756958991
35334636.05,-1.743279801
35393258.43,-1.733530686
35451880.8,-1.720517027
35510503.18,-1.708449691
35569125.55,-1.698475628
35627747.92,-1.686161295
35686370.3,-1.67421073
35744992.67,-1.666499577
35803615.05,-1.65576384
35862237.42,-1.64442892
35920859.79,-1.63737206
35979482.17,-1.627888855
36038104.54,-1.617009093
36096726.92,-1.610061023
36155349.29,-1.602972555
36213971.67,-1.5938682
36272594.04,-1.586520604
36331216.41,-1.581359997
36389838.79,-1.574914781
36448461.16,-1.567315587
36507083.54,-1.562935148
36565705.91,-1.559260746
36624328.29,-1.55474617
36682950.66,-1.549514809
36741573.03,-1.546696633
36800195.41,-1.544488081
36858817.78,-1.542598122
36917440.16,-1.540077733
36976062.53,-1.538883163
37034684.9,-1.538567053
37093307.28,-1.537398785
37151929.65,-1.538105885
